1,1,MCL1A,246030,#a7827b,162020,#534f4a,088010,#c4c2b3,927020,#999d8c
1,2,MCL2A,162020,#534f4a,207060,#af7c5c,088010,#c4c2b3
1,3,MCL2B,121010,#545352,207060,#af7c5c,604010,#93969d,088010,#c4c2b3
1,4,MCL2C,048010,#cacbba,125010,#8e8780,121010,#545352,207060,#af7c5c
1,5,MCL3A,126020,#a79e87,088010,#c4c2b3
1,6,MCL3B,126020,#a79e87,088010,#c4c2b3
1,7,MCL4A,162020,#534f4a,084010,#84807c
1,8,MCL4B,121010,#545352,086010,#a8a29a
1,9,MCL5A,084010,#84807c,043030,#696a55,127040,#b7a973
1,10,MCL5B,127040,#b7a973,125040,#8f7f57
1,11,MCL5C,126060,#a58d53,127020,#b9b39b
1,12,MCL6A,126060,#a58d53,127040,#b7a973,164030,#726753
1,13,MCL6B,126060,#a58d53,127040,#b7a973,164030,#726753
1,14,MCL7A,NEGRO,#000000,126060,#a58d53
1,15,MCL7B,NEGRO,#000000,126060,#a58d53
1,16,MCL9A,604030,#4d5a6d,406020,#817080,N9000,#e2e3e3
1,17,MCL10A,282020,#504649,604010,#767d85,246030,#a7827b,048010,#cacbba
1,18,MCL10B,282020,#504649,606010,#9a9da2,128030,#cdc8a8
1,19,MCL10C,282020,#504649,048010,#cacbba
1,20,MCL11A,N6000,#68696b,604010,#767d85
1,21,MCL11B,604020,#5c6673,125010,#8e8780,606020,#747e87,088010,#c4c2b3
1,22,MCL13A,604020,#5c6673,127020,#b9b39b,846030,#808c78
1,23,MCL13B,NEGRO,#000000,N7000,#bcc0c3
1,24,MCL13C,NEGRO,#000000,604020,#5c6673,566010,#808699,N9000,#e2e3e3
1,25,MCL14A,043030,#696a55,084010,#84807c,246030,#a7827b,048010,#cacbba
1,26,MCL14B,125010,#8e8780,048010,#cacbba
1,27,MCL14C,883020,#656d62,928030,#a6ab8b,125010,#8e8780,246030,#a7827b,048010,#cacbba
1,28,MCL15A,162020,#534f4a,246030,#a7827b,128030,#cdc8a8
1,29,MCL15B,165020,#8a7d6e,327070,#874958,128030,#cdc8a8
1,30,MCL15C,165020,#8a7d6e,245050,#84534c,246030,#a7827b,606010,#9a9da2,086020,#aba68f
1,31,MCL16A,125010,#8e8780,164020,#7c7466,327070,#874958,282020,#504649
